Author,Comment,Likes,PublishedAt
@KurtCalvinPiveda,"October 06, 2024. Anyone?😎🤟",12,2024-10-06T09:10:06Z
@youtubestudies4173,October 2024 !?,52,2024-10-06T07:50:14Z
@rickysamson9129,Meanwhile arthur morgan was listening to this in 1898 🔥,2,2024-10-06T07:43:36Z
@mariomanceraluna2742,Bon jovi❤<br>Eslo mejor mi papá no ve literal  <br>Ama tus canciones <br>We love ur  songs,2,2024-10-06T07:29:21Z
@BolatBek-my1iy,Keremeth !❤,2,2024-10-06T06:29:33Z
@randyp2882,Does not get any better than this. 🙏,2,2024-10-06T06:10:56Z
@jukijunk,My first time hearing this song!,1,2024-10-06T03:00:16Z
@wifienabled,I&#39;m here from the guy at the sports game singing and dancing to this,1,2024-10-06T02:24:30Z
@gracielacastillo8727,❤,0,2024-10-06T02:07:10Z
@carlosenriquez3534,2024 baby🎉🎉🎉,0,2024-10-06T01:16:29Z
@ignaciogago5538,best song of history rock,1,2024-10-06T00:29:36Z
@antoniomarcato8098,Lindo,1,2024-10-06T00:00:14Z
@Mcdonaldsgirl-z8v,WOOOAHAHA,1,2024-10-05T23:16:16Z
@lilliancathrynperry8827,Love this band,1,2024-10-05T22:58:05Z
@austinmooney1702,Just love it ❤❤❤❤❤🎉🎉,0,2024-10-05T22:29:46Z
@NathanWithDaPython,I listen to this in school for music lol,1,2024-10-05T22:18:31Z
@MySweetkisses559,Legendary ❤,0,2024-10-05T21:34:27Z
@ashly.ekadyamatimba3258,Prayer with fire,1,2024-10-05T20:23:03Z
@deto976,Ottobre 2024,1,2024-10-05T19:45:59Z
@Dhfilmes-y4f,"Sábado 5 de setembro 2024, escutando essa música épica",1,2024-10-05T18:11:06Z
@ВладимирСыч-н8с,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2,2024-10-05T17:28:17Z
@jackavery7179,1863 anyone?,7,2024-10-05T17:12:14Z
@TheRetalhos,"musica uuu ueueueu uuu na guitarra bom jovi,  foi assim que eu achei no google",1,2024-10-05T16:51:23Z
@charlieplayzminecraft,BANGER FOR REAL,1,2024-10-05T16:22:13Z
@sandradejesus9896,Dezzzzzzzzzzz❤❤❤❤,1,2024-10-05T15:45:26Z
@sandradejesus9896,❤❤❤❤❤❤,0,2024-10-05T15:45:01Z
@SKIEDAGUY,Nothing can beat this,0,2024-10-05T15:00:11Z
@なまたまごN,誰か日本人の同志はいるか？sterlinglardってさ、sterlinglardだよね,0,2024-10-05T13:42:57Z
@jakek1155,Best song ever,0,2024-10-05T13:32:03Z
@SujeyLee-d9o,Baby,0,2024-10-05T11:53:37Z
@SujeyLee-d9o,Tienes que confiar 4n nosotros te amoucho hamdam,0,2024-10-05T11:53:19Z
@EleanorHayden-w5o,Rutherford Squares,0,2024-10-05T11:33:44Z
@Abenlkr-dy2zm,"October 5, 2024 anyone ? 🔥",18,2024-10-05T10:45:08Z
@WoolleyHearst-c3s,Kulas Green,1,2024-10-05T10:29:47Z
@rococo_creative,This song is the best!,0,2024-10-05T10:09:33Z
@VilaoDeMaua_,2027,2,2024-10-05T09:29:12Z
@jerrytjohnson2263,I can&#39;t emember what yr was this released 83 or 85? to be honest that whole decade went by in a blurr,1,2024-10-05T09:07:17Z
@johnreavi7995,Anyone in 2025🎉,4,2024-10-05T08:56:20Z
@chakravarti1000,C,0,2024-10-05T08:05:15Z
@Pavel-br1fc,какое же это говно...,0,2024-10-05T07:59:03Z
@mrtoptenatten,Who&#39;s listening to this in 2040 ?,2,2024-10-05T06:14:36Z
@josephbelczynski5342,"this should have been played during longshore man strike, rock jovi!!!!",0,2024-10-05T04:27:35Z
@aidenaazimbambang9685,Me,0,2024-10-05T04:27:09Z
@栄子鈴木-g7r,今日は宮崎公演😂❤❤❤❤❤😂,1,2024-10-05T04:16:24Z
@juang2944,2024....<br>And docks are on strike.,0,2024-10-05T03:07:12Z
@sigmaflush,I can see the rope when they fly 😂,0,2024-10-05T02:48:15Z
@CarlosGonzalez-em2qy,I loved this song ❤,0,2024-10-05T02:19:56Z
@chrissybolosky5614,"I fixed my girls for 20 years, i don&#39;t know what I can do with the rest of them, im glad u help",0,2024-10-05T02:18:36Z
@keithgaminggamer3582,So i guest im the only one that knows this song was in everybody hates chris ending,0,2024-10-05T02:08:46Z
@GerryFortuito,The bass line was epic,0,2024-10-05T01:59:14Z
@RS-kl9br,ova ova ova,0,2024-10-05T01:24:01Z
@ArnobioSantos-cw2dz,☠️☠️☠️💯💯💯💯🤘🤘🤘🤘,0,2024-10-04T23:41:47Z
@Gspedrolucas,Todo mundo odeia o Chris...,1,2024-10-04T22:37:22Z
@marytresham9164,MM,0,2024-10-04T22:08:58Z
@vindastris4982,Who here in 2025?,1,2024-10-04T21:58:04Z
@Juny5,An All Time Classic,0,2024-10-04T21:54:28Z
@AprilLyttel,I do this in school foe Music and love it. Cant stop singing it,0,2024-10-04T21:49:46Z
@4ldxivn831,"This is power, this is love",1,2024-10-04T20:38:20Z
@RAET302,"This was good i had to rewatch it cus he played this SOO well....im convinced 🤦🏾‍♀️🤷🏿‍♀️😉  they F&#39;d up becus they were using a old throwback prison photo that they couldn&#39;t see clearly, they should update inmates photos every idk 2 yrs they lose weight, gain weight, build muscle...alot changes sitting in jail over a year or two.  Ijs",0,2024-10-11T02:38:21Z
@Boston_CremePie,Anyone knows what happened to him? Caught again?,0,2024-10-11T01:18:17Z
@GMZohar14,Whole Police Force: Freeze! Get on the ground!!<br><br>Escapee: Puts glasses on<br><br>Police Force: Oh shit where did he go? What happened he was just right here?,0,2024-10-11T00:18:28Z
@houstonbigfooter,Cop knew who he was but didn&#39;t want to pursue it. Bro let him make it.,0,2024-10-03T09:24:25Z
@danielbigtiger,that police looks careless on his arrest,0,2024-10-02T08:37:23Z
@k-t2498,"&quot;Next time you jog,carry ID on you. This way if you ever get run over by a train,I will know it was you.&quot; Well thats a pleasant thought.. lol",0,2024-09-30T17:54:13Z
@hhattonaom9729,speech: 100,0,2024-09-29T16:10:16Z
@DanielJones-n6g,😂 that is funny 😂,1,2024-09-27T21:10:16Z
@ioniann7741,thank god he was white otherwise he would gave ended up in jail even if he wasnt a prison escapee,0,2024-09-27T11:01:27Z
@Chris_Cross,I bet bro was full on tweaking when he later realised this was the guy,0,2024-09-25T05:29:53Z
@gixerson8212,"He was on the run for 18 months.. crazy.  Whats even more crazy is that I have researched this and came to find out that he was found in campbelton New Brunswick, 3 hours from my home.",0,2024-09-23T13:37:38Z
@woxfan82,That cop knew. Didn&#39;t want to fight the guy for his life! Not worth it.,0,2024-09-23T08:18:54Z
@adultingforidiots1973,To be fair I’ve met a lot of roofers and this guy played the part of a roofer pretty good,0,2024-09-21T14:04:02Z
@MMaRsu,Too bad this guy is serving a life sentence now.. He didnt get away,0,2024-09-21T13:38:52Z
@rkfhbccfhzjdf8294,Harris Jason Thomas Susan Walker Gary,0,2024-09-19T15:11:52Z
@JdeV61,Is that cop smoking ???? what happend if the guy running what happend whit his condition,0,2024-09-18T21:10:54Z
@MalikDudaj-i6p,Did he get caught eventually?,1,2024-09-18T10:55:51Z
@Materialgirl_3,He literally gave him two different names😂,1,2024-09-15T00:09:40Z
@David-v5g1z,Criminals are the most cooperative people.,1,2024-09-13T14:55:36Z
@IceMan-.18-,"Imagine the calmness, he had to have, to not just run.",1,2024-09-09T02:51:07Z
@ThisHandleWasTheOnly1Available,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=155"">2:35</a><br>&quot;Turquoise blue&quot;<br>😂😂😂",1,2024-09-08T20:41:40Z
@emilybillybobsenior8934,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=11"">0:11</a> <br><a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=326"">5:26</a>  <br>🤨",0,2024-09-06T10:26:01Z
@loveJen-d8o,My name  carl 😂😂😂❤,1,2024-09-06T03:44:13Z
@rockyruane9379,&#39;&#39;You&#39;re matching up to him&#39;&#39; Proceeds to just let him go,1,2024-09-05T18:47:36Z
@Goldaction0,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=563"">9:23</a> this dude is using all the Key words pigs love to her. Military Texas my dad. This dude worked him",1,2024-09-04T03:47:35Z
@Goldaction0,"It’s so obvious he’s lying, but his white skin is helping 😂",2,2024-09-04T03:44:22Z
@Goldaction0,"Bro, I have a perfect skin color",2,2024-09-04T03:37:15Z
@d1legendary246,The water bottle might be the MVP of this vid ngl<br>Whenever he didn’t know what to say or felt stressed he bought some time with it,0,2024-09-03T13:12:58Z
@dmasa6562,When you put all points on charisma in fallout,0,2024-09-03T08:48:48Z
@ironbark7918,See you in five years when this gets recommended again,0,2024-08-31T12:49:10Z
@ActuallyShigure,"&quot;You look exactly like the escapee.&quot;<br>&quot;Damn that&#39;s crazy, what a small world&quot;",1,2024-08-29T12:42:24Z
@orit1551,"Hi 2024 here ,someone knows what happened to this guy?",0,2024-08-29T00:45:05Z
@thecommentor6870,Speech 100,0,2024-08-26T22:23:03Z
@NickWindham,"“Pshh, man it’s hot,”  says an alleged roofer that chose to be dropped off for one of his routine 12 mile jogs. On a 100 degree day, it’s 150 degrees on a roof.  Standing on the side of the road sipping water for a guy conditioned  for that would feel like how 75 degrees feels to us.  Also, how many guys jog wearing a glove on the railroad tracks in wife-beater undershirt?<br><br>That poor good hearted officer probably never heard the end of jokes about this one at his expense, even after they promoted him.",0,2024-08-25T16:24:05Z
@somebody251,Who here got randomly recommended this vid in 2024?,1,2024-08-25T14:32:34Z
@seangaw6429,He had no id but he had 2 different names &quot;Robert Jones&quot; and &quot;Jimmy Jones&quot;. 3rd ve been Indiana Jones. 😂 What a legend!,1,2024-08-25T10:58:31Z
@blending_in,oldest upload I&#39;ve ever seen on YouTube,0,2024-08-23T15:47:24Z
@Francis.Rivers,“Theres a prison here??!” 😂😂😂,0,2024-08-22T11:23:30Z
@Jos3ph_forever,&quot;How lucky can I be?&quot;. Lmao,1,2024-08-21T06:16:53Z
@AP-wt9yh,When cops and crooks were respectful,1,2024-08-17T18:45:43Z
@Parapresdokian,Earned it. For this level of social skills. I would politely let him live the rest of his life peacefully and never look for him again.,1,2024-08-17T05:15:53Z
@icecoldos,Bro got 10 Charisma 10 Luck,1,2024-08-14T23:18:14Z
@K24Sleeper,"Bro 113F is crazy, it&#39;s like hell.",0,2024-08-14T20:35:28Z
@mwalsh9815,The inspiration for Johnny Hamcheck,0,2024-08-13T16:34:08Z
@tia4359,Between this vedio and me age  gap is only 3 years 😮,0,2024-08-10T01:46:13Z
@Everydaykaen,😅😅😅😅,0,2024-08-10T01:41:11Z
@ValentinaLimited,I didn&#39;t exist when this was posted.,0,2024-08-07T17:17:32Z
@azloii9781,Everybody in the comments taking this guy’s side when he literally murdered someone,0,2024-08-07T15:42:24Z
@serg1990SM,Did he get away,0,2024-08-06T22:01:15Z
@ethanking_0850,Bro said well how lucky can I be,1,2024-08-05T12:00:21Z
@danielspruill7357,"Cop was in on him escaping, look when we asked his name the second time, they clearly knew he didn&#39;t say the first name",0,2024-08-04T04:41:13Z
@mkartikaura,Cop is a Yummi Main,0,2024-08-03T04:45:57Z
@raoshahzeb8148,2024😂😂,0,2024-08-02T19:13:15Z
@luckyleektv8951,The names he came up with 😂😂😂 “ok so Phil always drives and there’s a Walmart over there” 😂😂😂😂,0,2024-08-02T18:54:15Z
@xunbekannt1572,"What happened to him? I do not want to be offensive to the maker of this video but i do not exclude the possibility I it might be fake. I mean IF a prisoner is on the loose- in an AREA OF A PRISON- roads will be closed, there will be a helicooter, police all around and... blooddogs. At least they are able to identify an escapee because they have the trace. An object of the inmate, smell, you got it! Plus every damn person&#39;s gonna be checked, there will be police check points... again i do not wanna be offensive but i don&#39;t quite buy that. 😀",3,2024-08-02T15:02:40Z
@masonjohnston1506,Back when they couldn’t take pics and send them instantly. Crazy how much we’ve advanced technologically in just a decade,1,2024-08-02T05:39:49Z
@Dylan-bu1kh,“I ain’t supposed to be running on the tracks?” 😂,1,2024-08-01T20:39:03Z
@MisterJonesification,White guys don&#39;t tend to wear wife beater shirts...not unless they&#39;re criminals. This cop is dumber than a rock.,0,2024-08-01T03:31:21Z
@solar_potato,"robert jones to jimmy jones tf? <a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=332"">5:32</a>",0,2024-08-01T02:48:40Z
@juviko,----&gt;,0,2024-07-31T14:55:11Z
@jakegriffith6871,I wonder where he got a water bottle when he&#39;d just escaped. That was super helpful in being convincing. If I was that cop I&#39;d be thinking &quot;ok how would an escapee have gotten a plastic water bottle&quot;.,0,2024-07-31T00:23:27Z
@_ricky_,Haven’t seen this video recommended in a long time.,0,2024-07-29T16:22:08Z
@daleva187goligo,"oh yeah, this was on america&#39;s most wanted like 20 years ago, I remember watching this, didn&#39;t they finally catch him up in canada wearing a dress and wig trying to pass as a woman? lol",1,2024-07-29T12:45:03Z
@Mines7171,"🤣🤣🤣🤣🤣🤣🤣💦Yeah, people love Jogging in 113 Degrees",0,2024-07-28T23:26:15Z
@mauroa.bermudez7628,I just reading the comments.... always the best section... anybody knows if he got caught??😅😅😅,0,2024-07-27T20:51:57Z
@mauroa.bermudez7628,Living the American dream!!!!!!,0,2024-07-27T20:48:44Z
@nyy190343,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=426"">7:06</a> excellent body language starting here. Looks completely relaxed without a worry in the world",0,2024-07-27T00:23:57Z
@13divinestarcodes,The way he kept trying to line up the cops # in case he got stopped again was 😂,0,2024-07-26T04:53:25Z
@alexaraiza6653,"Does anybody remember what his real name was? I believe he is locked up in ADX Florence, the same prison where El Chapo is housed in.",0,2024-07-25T23:46:55Z
@caseyziegler1211,Back when cops could smoke lol,3,2024-07-24T16:13:32Z
@ggggg4371,- Динамо бежит? - Все бегут…,0,2024-07-24T08:16:28Z
@shellh.5193,Who jogs on traintracks? Talk about an ankle twister waiting to happen 😮😅,0,2024-07-23T20:36:02Z
@shellh.5193,Why does this video look like its from the early 80&#39;s?,1,2024-07-23T20:32:00Z
@barberjungle,From Robert Jones to Jimmy Jones,0,2024-07-22T11:00:23Z
@capstonereview5419,"Jogging in his wife beater, he jogs 12 miles a day. Doesn’t own a phone, no ID, can’t name the hotel he is staying at? Zero red flags? Good detective work sir",0,2024-07-20T18:05:28Z
@nyetnyetsu,I like to believe the guy was sent to prison and this cop came to his cell and they became good friends,0,2024-07-19T14:28:29Z
@meetmehalfway7982,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=564"">9:24</a> no thank you, this is the USA not Russia, I don&#39;t need to carry papers.",0,2024-07-19T10:02:36Z
@VishwasGosavi95,When you have Luck &amp; Charisma 10/10.,0,2024-07-18T16:14:31Z
@voodoohamster86,Who was the escapee?,0,2024-07-18T09:32:26Z
@gnanavadivel2298,Be careful buddy 😅.,0,2024-07-18T04:35:39Z
@OmkarThakoor,Why was I rooting for the escapee though 🙈,2,2024-07-18T03:31:48Z
@dulleyjuma842,Be careful buddy!😂😂😂,0,2024-07-17T20:43:33Z
@thecookingshorts,this dumba** cop was told 2-3 different names and still doesn&#39;t know hahaha,0,2024-07-17T12:14:52Z
@theonlybenchguy_,So he wasn’t just a jogger?,0,2024-07-17T11:59:41Z
@DeanMartinson-ci3lk,he should have called his little brother!,0,2024-07-17T06:58:53Z
@DeanMartinson-ci3lk,there’s a prison here?  (smooth response),0,2024-07-17T06:57:22Z
@RalphyHernandez-e4j,I promise you !<br>I ain&#39;t no escapie ?<br>&quot;O&quot; you would of done ran by now 😂,0,2024-07-16T20:47:28Z
@themetaphysicalrev99,WOW,0,2024-07-16T17:20:59Z
@kauztuv,That cop was Michael Scott,0,2024-07-16T05:06:05Z
@kauztuv,"He first called himself Robert Jones, and 5 minutes later he said Jimmy Jones. Cop wasn&#39;t really paying attention maybe.",0,2024-07-16T05:00:11Z
@DonBrodkaJr,&quot;Ah F#@k Beans! That was him wasn&#39;t it?!&quot;,0,2024-07-16T00:09:59Z
@caassmith4475,"Richard lee mcnair- <a href=""http://www.youtube.com/results?search_query=%23legend"">#legend</a>💯",0,2024-07-14T23:35:26Z
@backtr1ggs,can someone confirm if this is real?,0,2024-07-14T13:06:04Z
@Jiayz-s5r,😊❤,0,2024-07-14T04:01:19Z
@Ja_M100,Anyone know where this guy is now ? I was 3 when this happened Damn 🤣,0,2024-07-13T16:42:34Z
@TrueCrimeExpIained,Masterpiece 👌,1,2024-07-12T14:55:28Z
@SannyDi,Tom Jones,0,2024-07-12T00:21:15Z
@xwulfd,"dude speech is 100, i wish his talent went the other way and not being a criminal",0,2024-07-11T18:12:16Z
@luuuuuksanders,I have spent more time in the comment section than the length of the video!,1,2024-07-10T07:09:16Z
@JasonFoster-Payne,"Cop was very polite and friendly, in another life they probably would have been friends, cop was professional but by end he didn&#39;t want to believe his new pal was a convict,convict for a brief time became a regular citizen 😂",0,2024-07-10T00:41:05Z
@Keyz-hg3yq,Dude said you never carry your id on base in military one of the rules is you have to keep it on you at all times😂,0,2024-07-09T16:05:16Z
@zeeshaan5448,"&quot;If u tell the truth, you don&#39;t need a good memory&quot;<br>Now i understood this line from Huckleberry finn",0,2024-07-09T04:25:42Z
@FlantKiwi,"Imagine the cop realized it was him and played along his bluff just to tell him right after letting him go: &quot;You sir, are under arrest&quot;. He would&#39;ve been the ultimate prankster!",0,2024-07-08T23:38:42Z
@Scottydontbutscottydoes,He said Robert jones the first time<br><br>Then jimmy jones,0,2024-07-08T20:52:44Z
@eyepv4,"he’s heisenberg, not robert nor jimmy",1,2024-07-08T05:37:28Z
@johnwise8433,there&#39;s a version of this that shows cop back in car realizing that he  was  escapee does anyone have link,0,2024-07-08T01:42:05Z
@coreyluce4643,"this criminal is smart, imagine if he went down a better path in life.",4,2024-07-07T23:39:40Z
@lymphtics9218,I bet this cop is still getting roasted for this,0,2024-07-07T22:51:53Z
@instagranalyzer7689,The small talk at the end was a bit too much. That could&#39;ve screwed him.,0,2024-07-07T21:56:56Z
@ganeshkc3107,that  last thank you he really mean it,0,2024-07-07T16:06:00Z
@siafok6960,In America you are suspected when you walk instead of driving :-D,0,2024-07-07T15:16:39Z
@teetangie835,"He gave him two different names.. Robert Jones, Jim Jones😂😂😂",0,2024-07-07T09:25:19Z
@julkarneinkazal6597,This officer should’ve known that no one jogs under the scorching sun 😂,0,2024-07-07T07:44:21Z
@randomperson11199,After 17 years i randomly got recommended this master piece😆,1,2024-07-06T16:00:19Z
@HaveAniceDay2450,Not everyone can be this calm like this man. And in his situation.,1,2024-07-06T13:44:15Z
@jewbacha1137,huckleberry finn here,0,2024-07-06T06:10:57Z
@Jennifer-i3b9q,more entertaining than any show streaming,0,2024-07-06T04:00:01Z
@Hieronymus666,"&quot;Officer Bordelon remained with the Ball Police department for the rest of his life, eventually becoming assistant police chief before his death in 2015 at the age of 51.&quot;",6,2024-07-05T16:49:05Z
@mariam-ci5hh,17 years ago is crazy,4,2024-07-05T14:32:04Z
@lmaorocal_,😮,1,2024-07-05T13:57:41Z
@yashbihani9187,"This was uploaded 17 years ago, WOW, time flies",1,2024-07-05T13:06:14Z
@ogmerr,youtube algorithm moment,1,2024-07-05T01:17:08Z
@tabbyyoung5303,Bro kind of earned freedom on that.,2,2024-07-04T23:29:28Z
@KurtKaizenPabito,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=332"">5:32</a> <a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=15"">0:15</a> <br>Bro gave away 2 DIFFERENT names and the cop was like “yeah you’re good to go!” 😭😭🤦‍♂️",0,2024-07-04T17:39:10Z
@salahfirou4752,"Yeah you can have all the social skills in the world, you can be the smartest guy in the world, the best actor in the world, but god how he can be that calm I’ll have a heart attack and I’ll forget how to speak if i was him !",2,2024-07-04T12:45:11Z
@Amor_Fati_,We’re going to ignore the fact it’s 114 out too. 😂,0,2024-07-03T15:50:34Z
@projectJ30,Jimmy Jones,0,2024-07-03T11:50:33Z
@gordonmeredith4774,That&#39;s cold 🤣🤣👏👏🤣🤣,0,2024-07-02T02:14:07Z
@addicttt,This will forever be the best lol🤣,0,2024-07-01T20:26:00Z
@DrLuke49,Nowadays the escaped inmate would be less corrupt then the officer.,0,2024-07-01T18:18:33Z
@edwinacaparelli9911,Holy shit,0,2024-07-01T15:20:34Z
@romanaa7070,"Felon: It wasn&#39;t me<br>Cop: Understandable, have a nice day",1,2024-07-01T15:01:51Z
@sophiaisabelle01,You never fool around with police officers. They&#39;re quick to pull a gun whenever they feel like it is absolutely necessary. The audacity to get away from them must&#39;ve felt real.,0,2024-07-01T13:41:07Z
@meriambenouis5318,"The problem is is that the officer started off as suspicious but he slowly became convinced despite no real evidence to clear the guy, going only by what he says. Pretty sure this is a cardinal sin in this line of work, never take anyone&#39;s word for anything, people can be great actors, as we can see here. This officer should have been demoted to a desk job only after this",0,2024-07-01T12:11:25Z
@louvaissh,The fact that this video was uploaded before i was born is crazy to me,0,2024-06-30T16:35:26Z
@Krixxxl,&quot; you watching up to him hohohohoho&quot;,0,2024-06-30T16:34:13Z
@LuvLight44,That officer was not dumb he possibly knew this guy could possibly over power him and this probably saved this officer’s life they’re on a back road it could have gotten real ugly,0,2024-06-30T01:02:53Z
@RUNESCAPER123,did the cop get fired after this?,0,2024-06-29T07:14:39Z
@gracehinton3493,Can someone please make a movie based on this interaction?!,7,2024-06-28T10:14:03Z
@jasonbourne4784,Amazing.,0,2024-06-27T23:51:41Z
@kkurrent66,Lol the cop and him joking around together about his eyes,0,2024-06-27T20:36:32Z
@ayubanthony2622,Mcnair actually,0,2024-06-27T17:39:58Z
@HectorRivas-tv3uf,They did had a long conversation damn lol,0,2024-06-27T16:06:18Z
@Jesse-jp6xv,113F in april is diabolical,0,2024-06-27T05:36:34Z
@KG-wv9sg,Ricky from TPB skills,0,2024-06-27T01:31:10Z
@Jasmine_Brooks,the fact we all got recommended this at the same time.,1,2024-06-26T19:01:31Z
@俺は誰でもない,this shit is exactly why cops wont let you go until theyve searched up your entire asshole and checked with 15 different databases,1,2024-06-26T09:07:39Z
@rose_allie,Jimmy Joan’s 😂,0,2024-06-26T08:13:47Z
@franciasii2435,&quot;Subject wore glasses&quot; <br>Not like u can take em off.,0,2024-06-26T00:25:25Z
@Ali_Ahmed_Yousuf,Better acting than Most of Hollywood Actors!!!,0,2024-06-25T23:37:38Z
@ThisShitWontWor,Fallout max charisma be like,0,2024-06-25T22:03:12Z
@AkiraStone666,Master class 😂,0,2024-06-25T15:13:36Z
@sarahsanchez4761,The officer died in 2015 🥺,1,2024-06-25T13:34:32Z
@sadik_farhan_,maybe one of the first dating video on youtube,0,2024-06-25T06:52:53Z
@emewaye,"He convinced him flawlessly that he&#39;s the wrong guy, at a wrong place on wrong time.",1,2024-06-25T04:20:18Z
@nicklovesjiujitsu,“When I was in the military… etc” damn he knew the buttons to press and everything,0,2024-06-24T17:33:33Z
@nicklovesjiujitsu,I wonder if he knows the area or if he’s just making stuff up,1,2024-06-24T17:32:36Z
@AveryCarroll-tz8ru,He&#39;s not from there but joggs around 12miles and doesnt get lost?😂,0,2024-06-24T16:28:58Z
@nvnbzzz,THE DATE ON THIS VID WAS 04 05 06 i love it,0,2024-06-24T13:29:23Z
@ProGaming-bm6ff,You said Robert before :- ohh yeah its robert jimmy jones,1,2024-06-24T13:15:00Z
@theefatima,This video is 1 year older than me,0,2024-06-24T06:44:13Z
@sugarglider._.,How did he remove the tattoos?,0,2024-06-23T18:09:06Z
@theywhoshallnotbenamed.,"Nah bro, if that was ever me, I would&#39;ve just died out of fear right then and there",1,2024-06-23T17:19:33Z
@Nareshreddy997,How lucky can I be ...<br>Well yes 😂,0,2024-06-23T13:34:36Z
@fazyl3416,Jogging in may evening at 4 pm? Lol,0,2024-06-23T11:03:35Z
@dionrodrigues4857,Not a racist bone in this man&#39;s body,0,2024-06-23T09:20:55Z
@roshanshrestha310,"After 17 years YouTube be like, wait 🫸 have you watched this masterpiece?😂",1,2024-06-23T08:19:37Z
@n_mols,This man got better confidence than me asking about the false billing in the store,0,2024-06-23T04:38:33Z
@yussefcheaitou,"robert jones could speak so clearly the first few sentences, that was good",0,2024-06-23T01:39:29Z
@anasutherlin6564,This man managed to get to Canada and evaded police until 2007!,5,2024-06-23T01:11:38Z
@davidfinch8493,Amen to that. <br>He wants an intimate relationship with each and every one of us. <br>All he needs us to do is ask for forgiveness and make him your Lord Jesus Christ. ❤<br><br>Bless you all,0,2024-06-22T23:55:31Z
@thetechlibrarian,I&#39;ve been grilled harder about where I&#39;m going who I&#39;m seeing where I&#39;m coming from and what in doing for a speeding ticket.,0,2024-06-22T22:59:03Z
@vids5374,You live around here boy,1,2024-06-22T22:22:00Z
@twinkle_yara,17years ago 😭😭💔,0,2024-06-22T18:46:19Z
@fighter2499,LoL,0,2024-06-22T18:39:32Z
@Blink_Games,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=26"">0:26</a> that sip was risky, bro was prob shaking so hard 😭",0,2024-06-22T18:03:12Z
@xadarr2309,he gave him two different names and he didn&#39;t notice anything wrong ? robert jones and then jimmy jones ? lol,0,2024-06-22T10:58:17Z
@kaizi8835,hahahhah,0,2024-06-22T10:10:35Z
@motaylorsversion,POV: You have max charisma skill,1,2024-06-21T14:42:19Z
@Chemik__,fake it until u make it,1,2024-06-21T11:03:47Z
@wesleyverk,Hes hard beat has to be pumping 600 times a seconds😂 jk,1,2024-06-21T01:20:36Z
@billyblake557,I almost sure he gave him two different names intentionally.,0,2024-06-20T14:09:13Z
@salk4858,I think the Cop had some anti-racism classes and was try to be too nice.,0,2024-06-20T05:30:33Z
@cartilyy,"<a href=""https://www.youtube.com/watch?v=vBrnBmUmVzI&amp;t=462"">7:42</a> lmaooo",0,2024-06-19T23:35:57Z
@cartilyy,theres an impostor among us,0,2024-06-19T23:31:23Z
@prajwalmhatre9495,jimmy jones ? i am not from USA but i never heard name like that. please correct me if i am wrong,0,2024-06-19T09:27:19Z
@sachinshetty16,There&#39;s a prison here?!🤣🤣,2,2024-06-19T06:21:28Z
@NONAME-v4u9c,"Its in recommendation, no one ever searched for this video",1,2024-06-19T04:37:19Z
@zimlay,Dude&#39;s Charisma was maxed.,0,2024-06-19T04:30:42Z
@ivanmoreno3495,This cop is the human equivalent of the &quot;Are you 18+?&quot; pop ups before getting on sites,0,2024-06-18T20:40:38Z
@missschronicle,"What’s your name ?Robert jones.<br>2 min later, What’s your name again? Jimmy jones. <br>*escapes&amp;",1,2024-06-18T16:28:47Z
@ruthiebuddy2020,Based.,0,2024-06-18T00:48:27Z
@LeNa-bc2sy,Why is this video so popular?,0,2024-06-17T22:13:01Z
@JamesBeattie-lz9cc,“There’s a prison here” ……😂😂😂😂 …,0,2024-06-17T18:55:11Z
@vannhantran547,Bro graduated from Wolf of Wall college,0,2024-06-17T17:51:21Z
@matthewfeighery8838,Jimmy Jones,0,2024-06-17T02:44:49Z
@andrewwashiku,No amount of charisma and confidence would save him if he was black,1,2024-06-15T09:27:33Z
@siddharthjaitly5184,the cop has heart of gold,0,2024-06-15T05:48:09Z
@triptikumari5584,there&#39;s a prison here? phew! it&#39;s hawt,0,2024-06-15T05:28:11Z
@Yourbankaccount,Of course it happened in south LMAO,0,2024-06-14T14:55:17Z
@larsneuenberger4733,"&quot;When I was in the military...&quot; to explain the ID thing. he used every trick in the book to get out of that situation, gotta give that man credit for that",7,2024-06-14T03:11:49Z
@Pdrock2001,The police officer was full of self doubt whilst the escapee was full of self confidence 😂 .,0,2024-06-13T22:04:02Z
@Warzulu77,This is genuinely one of the great internet videos out there. It&#39;s literally a cartoon segment come to life.,0,2024-06-13T19:17:35Z
@sukh7220,😮,0,2024-06-13T18:01:35Z
